"ID","MonthlyIncome"
1055,2881.42511567776
1056,2637.04848323179
1057,5603.42352877622
1058,15174.7130880325
1059,5251.02598254816
1060,2881.42511567776
1061,4539.9608236129
1062,5947.46029228203
1063,6210.22766611012
1064,2424.27959022077
1065,6003.97226437357
1066,2661.64452086858
1067,3450.91333100845
1068,22691.7031647223
1069,5275.2028170504
1070,2613.02742883449
1071,2696.67168926262
1072,6284.83709961416
1073,2382.65797391969
1074,5841.83378711292
1075,5415.40435495942
1076,15748.539284791
1077,21871.7168318745
1078,4138.55709398192
1079,4364.29911252583
1080,4809.81021819042
1081,3005.38944343683
1082,2719.76575954653
1083,2122.28591199846
1084,6207.14933439684
1085,8487.1254160607
1086,9110.91083966247
1087,5415.40435495942
1088,2881.42511567776
1089,2881.42511567776
1090,5415.40435495942
1091,5538.46227728623
1092,6207.14933439684
1093,10466.9111973825
1094,5538.46227728623
1095,5418.09003401562
1096,5844.49334770527
1097,3366.23525085532
1098,3035.98693304035
1099,2849.93660622758
1100,5830.86198802471
1101,21165.3042927884
1102,5648.38523541105
1103,6073.95354369977
1104,9931.30861009074
1105,3005.38944343683
1106,3005.38944343683
1107,3058.33770598818
1108,4764.64704341432
1109,5538.46227728623
1110,5415.40435495942
1111,6210.22766611012
1112,10082.1944332787
1113,9832.84540741975
1114,6159.3340915553
1115,9433.22601720964
1116,3005.38944343683
1117,6603.58826251871
1118,4138.55709398192
1119,9374.1565512139
1120,2887.44169326531
1121,8793.02141193258
1122,15660.4629272616
1123,4364.29911252583
1124,15174.7130880325
1125,2479.98605091862
1126,2122.28591199846
1127,2637.04848323179
1128,4074.02860607831
1129,15174.7130880325
1130,2579.08671883539
1131,10303.7108506794
1132,15066.775765162
1133,5841.83378711292
1134,2579.08671883539
1135,2843.28957822445
1136,2732.38429488954
1137,3192.11777612938
1138,5838.9380636101
1139,8887.34844781199
1140,15467.9674058935
1141,5841.83378711292
1142,5838.9380636101
1143,9545.73206779423
1144,5111.57873185031
1145,5012.34840883531
1146,5648.38523541105
1147,3838.36236415582
1148,2579.08671883539
1149,2614.53165607297
1150,5925.87833431968
1151,2719.76575954653
1152,5648.38523541105
1153,4847.72799949135
1154,2094.71946172724
1155,6486.0177475123
1156,12901.1718779134
1157,2602.58192862714
1158,4639.51767192993
1159,2719.76575954653
1160,5730.75393887512
1161,2780.88911031134
1162,8487.1254160607
1163,2988.46582328215
1164,8722.6832291426
1165,2900.52819003497
1166,2351.70954129802
1167,8633.04301581417
1168,5415.40435495942
1169,2881.42511567776
1170,3005.38944343683
